,user.userId,commentId,user.nickname,content,timeStr,likedCount,ipLocation.location,time
0,4900726905,5722816232,hong-祁云,想找你说话没勇气 没话题挺难受的.,2022-08-09,0,,1659987836382
1,4900726905,5722815372,hong-祁云,你心里只有我 我身边自然是你.,2022-08-09,0,,1659987801565
2,4900726905,5722815351,hong-祁云,那你呢 时常有因为我而感到开心吗.,2022-08-09,0,,1659987776083
3,4947900398,5722816156,issyuru,唉 好难受 来个人安慰我,2022-08-09,1,,1659987752405
4,4900726905,5722815291,hong-祁云,存我心者永失 心存我者永存.,2022-08-09,1,,1659987725238
5,4900726905,5722817090,hong-祁云,你是被爱的那一个你当然无所谓.,2022-08-09,0,,1659987614502
6,4900726905,5722815155,hong-祁云,心里没我对吗 为什么不说呢.,2022-08-09,1,,1659987586488
7,4900726905,5722815997,hong-祁云,你抱紧她吧 别不幸福.,2022-08-09,2,,1659987560636
8,1449554483,5722814374,周末睡个好觉吧,其实你离开我的那晚我并没有哭 心里还觉得没关系的分开就分开吧 我就这样安慰了自己好一段时间 直到有一天因为一件很小的事情我哭了很久 我才承认你不在我真的把生活过得很糟糕 我才泪流满面。,2022-08-09,2,,1659986943396
9,1403526843,5722810389,-我阅帅哥无数-,可是怎么办呢 我们都想赢,2022-08-09,1,,1659985991807
10,1762127723,5722811253,少爷K_,想说却始终不知道怎么讲，你也学不会照顾我的情绪，真的好难受,2022-08-09,1,,1659985931206
11,7978071383,5722809100,L最爱Y-,想跟你说会话 恶语相向也行,2022-08-09,1,,1659985749078
12,1927523902,5722810077,Frigg-L,还记得吗 说好一起去看海的 还记得吗 午觉后那一次次坚定的对视 还记得吗 你说我是你的全部,2022-08-09,1,,1659985739813
13,1762127723,5722808763,少爷K_,如果说我没给自己留后路 永远坚定你呢,2022-08-09,1,,1659985467695
14,597167228,5722807506,T-jlk,今天99天啦,2022-08-09,1,,1659985279340
15,4947900398,5722807399,issyuru,又是凌晨三点 出去走走了,2022-08-09,1,,1659985205932
16,28467704,5722808286,幾分腥甜,这是我第无数次说 我要忘记你了,2022-08-09,1,,1659985166605
17,3226717030,5722806350,我心向恩,Y，希望我的泪，能为你抹去所有难过，你应该是幸福的，没有我的枷锁，再遇到我这样的人，会不幸福的,2022-08-09,0,,1659985124393
18,5181381591,5722804550,wHo8i7,你他妈是这个世界上超级烂的人,2022-08-09,0,,1659984653904
19,5181381591,5722803493,wHo8i7,烂,2022-08-09,0,,1659984491731
20,1993505256,5722803800,不回信息很酷吗,7666遍了…,2022-08-09,0,,1659984037862
21,3574445758,5722796831,iyybz,不要怕 爱你的人一直有,2022-08-09,2,,1659982811066
22,6436282511,5722796692,iev7i,最喜欢睡觉了 梦里你一直在我身边 所以晚安,2022-08-09,4,,1659982735334
23,1480416304,5722795604,ibluuee,你表现出来的喜欢我都是假的  怎么样满意了吗  栽你手上了就？,2022-08-09,0,,1659982690627
24,3574445758,5722795410,iyybz,想收到@ 可以嘛 谢谢,2022-08-09,1,,1659982575618
25,1861907820,5722796340,叹爱,停止胡思乱想吧青春应该是热烈而真诚的,2022-08-09,0,,1659982553933
26,1850590095,5722795766,ioiWAi,都有各自放不下的人,2022-08-09,3,,1659982281324
27,1850590095,5722792563,ioiWAi,我不在你心里 再勇敢也没用,2022-08-09,3,,1659982146634
28,1774742823,5722791332,纯啊纯_L,“入了心的人 见与不见都思念”,2022-08-09,1,,1659982032657
29,5126673035,5722790844,什么梅-,真诚才是必杀技,2022-08-09,1,,1659981773607
30,4874003846,5722791785,_发呆呆呆呆呆鱼_,想了很久 这次我选择了沉默 选择后退 不想在较劲了 没有缘份那就各自安好,2022-08-09,1,,1659981768475
31,7965679742,5722788391,小情歌_x,今天睡觉前的最后一首歌。,2022-08-09,1,,1659981585782
