,user.userId,commentId,user.nickname,content,timeStr,likedCount,ipLocation.location,time
0,291482768,5770358027,凛冬_ovo,你还是选择了一个可以天天见面的人,2022-10-17,1,江苏,1666013891431
1,1835784345,5770350233,赵灵儿_i6aa,你喜欢Hello Kitty也是因为她吗,2022-10-17,1,江西,1666013384654
2,292623410,5770339538,是盼盼鸭鸭,大风刮倒梧桐树  自有旁人论长短,2022-10-17,2,浙江,1666012776693
3,3932500304,5770342238,thronal,我想到你以前做的了  我好难受  现在这个是你还是以前那个是你  我分不清  我只想过好现在  我也没有精力思考这么多了  我每天一遍遍安慰自己是自己多想了,2022-10-17,0,山西,1666012584552
4,1467465987,5770336390,GM628_,韦宜 下辈子再在一起吧,2022-10-17,0,贵州,1666012090712
5,5161749557,5770334003,破碎小涵_,其实你为我哭的那天我在想 就算以后万一你真的伤害了我 那我也认了,2022-10-17,0,福建,1666011904767
6,3292878750,5770328016,诀别的誓言词,如果可以回到过去我还是会做一样的选择,2022-10-17,0,山东,1666011327150
7,3292878750,5770327230,诀别的誓言词,没有如果,2022-10-17,0,山东,1666011297272
8,8014115121,5770303979,懿琪-五月好运,"""老人说:人生所有的缘分都是上辈子欠下来的债，那些遇到后却离开的人，是因为欠你的不多，还清了就走了""",2022-10-17,2,河南,1666009991153
9,3828721560,5770304713,好运常伴于佳,没有常青树 他们说走就走,2022-10-17,5,河南,1666009503630
10,7793402263,5770304205,思念有笙,如果我当时挽留了，你是不是就不会离开我了,2022-10-17,1,上海,1666009365781
11,1839071150,5770300410,与然永远,因为你给他加的滤镜太大了所以没在一起才遗憾 在一起才会没达到你的预期,2022-10-17,1,湖北,1666009134774
12,3281295535,5770267847,Kipey,我知道我们会不愉快 但我也知道我离不开你,2022-10-17,1,中国台湾,1666007472489
13,1819366573,5770271767,为爱写歌词,梓 今天翻到了你的账号 你的名字还没改 回想那一年挺对不起你的 对你冷淡 享受着你对我的好 可我连喜欢你都做不到 没有你我不知道那一年怎么熬 谢谢你喜欢我,2022-10-17,0,河南,1666007466910
14,124564221,5770282431,MDLHHHH,读书 健身 是收益最能看清的事情 爱情无论怎么付出 最后越真心 越痛。,2022-10-17,0,辽宁,1666007377737
15,1411548667,5770247996,环真,我后悔了，后悔跟你离别,2022-10-17,1,广东,1666003957382
16,1477889169,5770244669,恶霸肥肥xx,如果自己不够强大 就暂时把自己藏起来 去努力改变自己 要在无人问津的地方历练 在万众瞩目的地方出现.,2022-10-17,3,山东,1666003813439
17,2115285309,5770243193,暄煊煊煊煊煊煊煊,你说你不会走可是你又食言了,2022-10-17,0,河北,1666003390781
18,2096672762,5770228789,_冰冷浩,我值得怀念吗 会成为你的碎片之一吗.,2022-10-17,2,江西,1666001718417
19,7958825958,5770215728,小燃云鹰将,羡慕别人这词 已经说腻了 在我身上不可能会发生,2022-10-17,1,黑龙江,1666000247070
20,3367876986,5770209358,肥皂泡F,嗯,2022-10-17,0,内蒙古,1665999415834
21,4885595224,5770182458,-陈意,眼睛替我说了太多不知怎么开口说的话.,2022-10-17,5,广西,1665996886347
22,4885595224,5770181539,-陈意,手掌就那么大 握不住的东西太多了.,2022-10-17,2,广西,1665996868979
23,4885595224,5770181502,-陈意,我以为的昨天其实已经过了三年.,2022-10-17,2,广西,1665996854319
24,1443486652,5770181259,稚名新之助,我将玫瑰藏于身后时刻准备与你赴约,2022-10-17,2,北京,1665996731401
