,user.userId,commentId,user.nickname,content,timeStr,likedCount,ipLocation.location,time
0,1540507458,5639121090,千百度幻听,人不是长情的动物,2022-04-16,0,,1650065811542
1,3257461645,5639096863,Li姝彗,记忆是座荒岛,2022-04-16,4,,1650053059530
2,489446242,5639096243,不搞纯爱的都滚吧,一起听歌dd,2022-04-16,2,,1650052883669
3,3247313208,5639093272,帐号已注销,如果呢 没有如果。,2022-04-16,0,,1650051569662
4,489446242,5639090798,不搞纯爱的都滚吧,一大堆的所以然呢 我脑海只剩为什么 为什么,2022-04-16,1,,1650050603342
5,3922544438,5639090306,小猫名叫十二,你去牵她的手吧 我无所谓 你要幸福,2022-04-16,3,,1650050514010
6,467229349,5639087592,祭落星野,释怀了 祝你幸福,2022-04-16,2,,1650049813149
7,1828685647,5639084750,我不要我不要学数学,你对谁都有感情 下次就不选你了,2022-04-16,0,,1650048725800
8,1650387842,5639083022,_爱意冬眠,我想遇到你了 ,2022-04-16,0,,1650048177843
9,1758001198,5639081021,金美睡不着,每一个负罪感都把我压的喘不过气 我也不想在浑浑噩噩了每天都不在状态走神发呆流泪 我现在也不知道自己为什么会难过 昨天晚上很难受很难过无可奈何顺其自然 晚上没有闹只是哭了一会儿 那段时间也很煎熬 一直有一个念头在脑海里 什么时候才能解脱 自己又是一个人了 今天突然变得好懒好懒 饭不想吃,2022-04-16,1,,1650047719424
10,1758001198,5639081006,金美睡不着,委屈了才会说先睡了 你知道的 熬夜的人从来都不会早睡,2022-04-16,4,,1650047710859
11,1758001198,5639080413,金美睡不着,直到今天为止 我从来未遇见真正治愈我的人 我总是在追逐被爱的路上磕磕绊绊消耗着自己,2022-04-16,1,,1650047700312
12,3574367060,5639079113,允a_,2022 4.16 02:31看见海棠花未眠 希望你回来。,2022-04-16,1,,1650047542941
13,2017973635,5639077608,是小小不是晓,你和她一个月分开了，可是我真的好难过好难过啊，为什么不能回头看看我呢，我知道你也做了很多对不起我的事情，可是，我真的好想让你回来，让你治愈我，让你再好好爱我，我单删了你，你就不能加回来我一次吗，还是说你对我的爱都是装出来的呢。我知道我们再也不会和好了,2022-04-16,2,,1650047190029
14,2017973635,5639077333,是小小不是晓,我根本不知道我们会因为什么分开，你明明也不想分开，为什么也要说违心的话呢，我低三下四的挽留你，低声下气找你复合，你明明想复合，为什么不同意呢，为什么不和好呢，面子真的这么重要吗，所以我们错过了，你谈了新的女友，这是我们分开的第九个月零七天，你谈了新的女友,2022-04-16,2,,1650047029993
15,2017973635,5639075618,是小小不是晓,你给我买好吃的，你记得我的姨妈期，我发的每一条说说你都点赞，你不许别人欺负我，我那天好倒霉，哭了好久好久，你一直哄着我，你把我抱在怀里，捏着我的手说我好可爱，你坐在别人位置上偷偷看我，你借着跳绳的名义在楼下看我，你看我跟别人玩你会吃醋，我们那时候真的好甜好甜啊,2022-04-16,3,,1650046842507
16,2017973635,5639074496,是小小不是晓,你哭着给我打电话认错，你知道我多心疼吗，我当时立马就心软了，我给你买好吃的，我给你点外卖，我给你花了好多好多钱，我给你写了好多好多纸条，你都把它们放在枕头下面，你想我了就拿出来看看，你下课了来找我玩，你和我打视频我们互截丑照，你死记我的电话号码，你说你好爱我，你总跟我说你好爱我,2022-04-16,3,,1650046628871
17,2017973635,5639074818,是小小不是晓,有人提到我的名字，你立马转头往后看，我们是彼此的初吻，你公主抱我，我们大街上悄咪咪拉小手，我们在小角落里接吻，我给你涂我最喜欢的唇釉，我跟你吐槽我最讨厌的女生，我跟你说我最喜欢桃子味的东西了，你一直记得，你告诉我要自信，你看到我给你写的小作文会感动得落泪，你把我弄生气我一直不理你,2022-04-16,5,,1650046466555
18,2017973635,5639073786,是小小不是晓,我们换上了情头，你的主页资料都是我，我不开心了你老是说好话哄着我，我来大姨妈还吃了好多雪糕你还跟我生闷气，我补习班下课了你送我回家，你带我抓娃娃，我们第一次约会你的小心翼翼，我的包都是你拎，我看到像你的男生多看两眼你还吃醋，我们一起散步，我说让你停你就停，让你慢你就慢,2022-04-16,3,,1650046308086
19,2017973635,5639072078,是小小不是晓,你嘴上不耐烦，其实我说什么你都接话，我不想写作业，我给你念题目，你给我报答案的样子，我记得你故意让我吃醋然后小心翼翼哄我的样子，我记得你跑操故意请假蹲在路边看我的样子，我记得你担心我的样子。后来啊，我们三个多月之后，终于在一起啦，我们那天晚上两个人在电话两头边打电话边哭得稀里哗啦,2022-04-16,2,,1650046135143
20,3386049197,5639071358,用户304215698,是时代的问题吗  未成年都变的比自己爸经历的还多  都想变成那种潮流青年  我不想 我不想知道那些跟我年龄不符的事情  我不想知道那么多人情世故  我想活在光里  那些ex的东西最好别让我知道  可我不受控制的被感染  我这真的一点都不想知道  这是我的青春期 我最美的时光,2022-04-16,2,,1650046121812
21,3881619351,5639071804,七泽泽泽,很喜欢 很短暂 很遗憾 我们只不过是一起走过一段路而已,2022-04-16,0,,1650046022541
22,2017973635,5639071034,是小小不是晓,我记得你吃饭故意走过我们班餐桌的样子，我记得你看到我来找你惊喜的样子，我记得我对你冷冰冰时你躲在宿舍被子哭的样子，我记得我大半夜去拿外卖你陪我打电话还吓我有鬼的样子，我记得你看到我装作不在意但是却又偷偷往后看我的样子，我记得我们第一次打电话，你在写作业，我在这头叽里呱啦,2022-04-16,2,,1650045972826
23,2017973635,5639069278,是小小不是晓,你换位置了没有，你坐在哪，你穿什么颜色的衣服，你走路的样子，我都清清楚楚，我记得你收到我的纸条高兴得跳起来的样子，我记得我们说好一起回家，老师拖堂耽误了时你沮丧的样子，我记得我无缘无故对你发脾气你还耐心哄我的样子，我记得你躲在柱子后面偷偷看我的样子,2022-04-16,2,,1650045789398
24,594451056,5639068986,爱不能止痛,可是恋爱不是练爱啊。,2022-04-16,1,,1650045655235
